SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
169,2,W21709529328905-akK0O,Babhul Tree,Vachellia nilotica,19.3010631,76.50198765,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
170,2,W21709529329642-akK0O,Babhul Tree,Vachellia nilotica,19.30106215,76.50201514,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
171,2,W21709529330355-akK0O,Babhul Tree,Vachellia nilotica,19.30110075,76.50200173,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
172,2,W21709529332417-akK0O,Babhul Tree,Vachellia nilotica,19.30114347,76.50196619,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
173,2,W21709529333051-akK0O,Babhul Tree,Vachellia nilotica,19.30114537,76.50198933,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
174,2,W21709529333867-akK0O,Babhul Tree,Vachellia nilotica,19.30112195,76.5020195,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
175,2,W21709529334892-akK0O,Babhul Tree,Vachellia nilotica,19.30116056,76.50203124,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
176,2,W21709529335544-akK0O,Babhul Tree,Vachellia nilotica,19.30119093,76.50198329,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
177,2,W21709529336182-akK0O,Babhul Tree,Vachellia nilotica,19.30122859,76.50197826,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
178,2,W21709529336816-akK0O,Babhul Tree,Vachellia nilotica,19.30119979,76.50201682,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
179,2,W21709529337557-akK0O,Babhul Tree,Vachellia nilotica,19.30123429,76.50200408,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
180,2,W21709529338288-akK0O,Babhul Tree,Vachellia nilotica,19.30118967,76.50204398,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
181,2,W21709529341456-akK0O,Babhul Tree,Vachellia nilotica,19.30125074,76.50203593,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
182,2,W21709529343366-akK0O,Babhul Tree,Vachellia nilotica,19.3013289,76.50197424,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
183,2,W21709529346699-akK0O,Babhul Tree,Vachellia nilotica,19.30126498,76.50196016,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
184,2,W21709529347480-akK0O,Babhul Tree,Vachellia nilotica,19.30126719,76.50200374,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
185,2,W21709529351828-akK0O,Babhul Tree,Vachellia nilotica,19.30140642,76.50199402,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
186,2,W21709529353868-akK0O,Babhul Tree,Vachellia nilotica,19.30149091,76.50214389,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
187,2,W21709529355353-akK0O,Babhul Tree,Vachellia nilotica,19.30146939,76.50207449,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
188,2,W21709529358637-akK0O,Babhul Tree,Vachellia nilotica,19.30169849,76.50213685,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
189,2,W21709529359223-akK0O,Babhul Tree,Vachellia nilotica,19.30173045,76.50216367,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
190,2,W21709529359822-akK0O,Babhul Tree,Vachellia nilotica,19.3017564,76.50219385,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
191,2,W21709529360459-akK0O,Babhul Tree,Vachellia nilotica,19.30179184,76.50220927,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
192,2,W21709529361115-akK0O,Babhul Tree,Vachellia nilotica,19.30182728,76.50222369,52,29.5,10_50,22.6,Good,Ward 2,Akshay Hake,Private,Good
193,2,W21709529362107-akK0O,Babhul Tree,Vachellia nilotica,19.30181905,76.50212746,59,33.5,10_50,25.7,Good,Ward 2,Akshay Hake,Private,Good
194,2,W21709529362814-akK0O,Babhul Tree,Vachellia nilotica,19.30176969,76.50212344,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
195,2,W21709529365195-akK0O,Babhul Tree,Vachellia nilotica,19.30170925,76.50235344,54,30.7,10_50,23.5,Good,Ward 2,Akshay Hake,Private,Good
196,2,W21709529366745-akK0O,Babhul Tree,Vachellia nilotica,19.30166875,76.5021221,57,32.4,10_50,24.8,Good,Ward 2,Akshay Hake,Private,Good
197,2,W21709529367725-akK0O,Babhul Tree,Vachellia nilotica,19.30166621,76.5020537,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
198,2,W21709529371628-akK0O,Babhul Tree,Vachellia nilotica,19.30165039,76.50199067,29,16.5,10_50,12.6,Good,Ward 2,Akshay Hake,Private,Good
199,2,W21709529378370-akK0O,Babhul Tree,Vachellia nilotica,19.30185924,76.50223911,52,29.5,10_50,22.6,Good,Ward 2,Akshay Hake,Private,Good
200,2,W21709529378889-akK0O,Babhul Tree,Vachellia nilotica,19.30188645,76.50226425,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
201,2,W21709529380249-akK0O,Babhul Tree,Vachellia nilotica,19.30194784,76.50224816,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
202,2,W21709529380863-akK0O,Babhul Tree,Vachellia nilotica,19.30192885,76.50227934,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
203,2,W21709529381550-akK0O,Babhul Tree,Vachellia nilotica,19.30196746,76.50229175,62,35.2,10_50,27.0,Good,Ward 2,Akshay Hake,Private,Good
204,2,W21709529382742-akK0O,Babhul Tree,Vachellia nilotica,19.30201081,76.50224749,34,19.3,10_50,14.8,Good,Ward 2,Akshay Hake,Private,Good
205,2,W21709529383365-akK0O,Babhul Tree,Vachellia nilotica,19.30205479,76.5022723,21,11.9,10_50,9.1,Good,Ward 2,Akshay Hake,Private,Good
206,2,W21709529384081-akK0O,Babhul Tree,Vachellia nilotica,19.30203739,76.50215194,25,14.2,10_50,10.9,Good,Ward 2,Akshay Hake,Private,Good
207,2,W21709529384700-akK0O,Babhul Tree,Vachellia nilotica,19.30207219,76.5021915,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
208,2,W21709529385303-akK0O,Babhul Tree,Vachellia nilotica,19.30211491,76.50215864,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
209,2,W21709529386464-akK0O,Babhul Tree,Vachellia nilotica,19.30209339,76.50227901,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
210,2,W21709529388606-akK0O,Babhul Tree,Vachellia nilotica,19.30198581,76.50218681,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
211,2,W21709529391133-akK0O,Babhul Tree,Vachellia nilotica,19.30203707,76.50206409,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
212,2,W21709529391719-akK0O,Babhul Tree,Vachellia nilotica,19.3020915,76.50205772,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
213,2,W21709529392225-akK0O,Babhul Tree,Vachellia nilotica,19.30206871,76.50209427,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
214,2,W21709530252523-akK0O,Neem Tree,Azadirachta indica,19.30217756,76.50170971,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
215,2,W21709530253084-akK0O,Neem Tree,Azadirachta indica,19.30215098,76.50164064,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
216,2,W21709530254198-akK0O,Neem Tree,Azadirachta indica,19.30208612,76.50155816,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
217,2,W21709530276436-akK0O,Sag Tree,Tectona grandis,19.30211839,76.50145959,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
218,2,W21709530333496-akK0O,Sag Tree,Tectona grandis,19.30236552,76.50154173,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
219,2,W21709530349005-akK0O,Tamarind Tree,Tamarindus indica,19.30253924,76.50143143,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
220,2,W21709530349427-akK0O,Tamarind Tree,Tamarindus indica,19.30256139,76.50149278,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
221,2,W21709530349738-akK0O,Tamarind Tree,Tamarindus indica,19.30251488,76.50149714,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
222,2,W21709530350761-akK0O,Tamarind Tree,Tamarindus indica,19.30250507,76.50144752,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
223,2,W21709530371011-akK0O,Babhul Tree,Vachellia nilotica,19.30237755,76.50171004,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
224,2,W21709530372544-akK0O,Babhul Tree,Vachellia nilotica,19.30234369,76.50150083,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
225,2,W21709530373000-akK0O,Babhul Tree,Vachellia nilotica,19.3024209,76.50150921,52,29.5,10_50,22.6,Good,Ward 2,Akshay Hake,Private,Good
226,2,W21709530373569-akK0O,Babhul Tree,Vachellia nilotica,19.3024826,76.50148742,59,33.5,10_50,25.7,Good,Ward 2,Akshay Hake,Private,Good
227,2,W21709530374285-akK0O,Babhul Tree,Vachellia nilotica,19.30246931,76.50156654,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
228,2,W21709530376449-akK0O,Babhul Tree,Vachellia nilotica,19.30251868,76.50140729,54,30.7,10_50,23.5,Good,Ward 2,Akshay Hake,Private,Good
229,2,W21709530376904-akK0O,Babhul Tree,Vachellia nilotica,19.30259177,76.50145758,57,32.4,10_50,24.8,Good,Ward 2,Akshay Hake,Private,Good
230,2,W21709530377394-akK0O,Babhul Tree,Vachellia nilotica,19.3026481,76.50142137,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
231,2,W21709530377717-akK0O,Babhul Tree,Vachellia nilotica,19.30263734,76.5015481,29,16.5,10_50,12.6,Good,Ward 2,Akshay Hake,Private,Good
232,2,W21709530378370-akK0O,Babhul Tree,Vachellia nilotica,19.30268955,76.50149178,52,29.5,10_50,22.6,Good,Ward 2,Akshay Hake,Private,Good
233,2,W21709530600623-akK0O,Babhul Tree,Vachellia nilotica,19.30245982,76.50064386,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
234,2,W21709530614340-akK0O,Babhul Tree,Vachellia nilotica,19.30284586,76.50157157,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
235,2,W21709530614825-akK0O,Babhul Tree,Vachellia nilotica,19.30278258,76.50143277,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
236,2,W21709530615278-akK0O,Babhul Tree,Vachellia nilotica,19.30285536,76.50151893,62,35.2,10_50,27.0,Good,Ward 2,Akshay Hake,Private,Good
237,2,W21709530615770-akK0O,Babhul Tree,Vachellia nilotica,19.30284112,76.50141366,34,19.3,10_50,14.8,Good,Ward 2,Akshay Hake,Private,Good
238,2,W21709530616110-akK0O,Babhul Tree,Vachellia nilotica,19.30275663,76.50138583,21,11.9,10_50,9.1,Good,Ward 2,Akshay Hake,Private,Good
239,2,W21709530619075-akK0O,Babhul Tree,Vachellia nilotica,19.30282245,76.50148641,25,14.2,10_50,10.9,Good,Ward 2,Akshay Hake,Private,Good
240,2,W21709530619643-akK0O,Babhul Tree,Vachellia nilotica,19.30273606,76.50154408,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
241,2,W21709530620572-akK0O,Babhul Tree,Vachellia nilotica,19.30280093,76.50137141,38,21.6,10_50,16.5,Good,Ward 2,Akshay Hake,Private,Good
242,2,W21709530622098-akK0O,Babhul Tree,Vachellia nilotica,19.30269113,76.50131777,62,35.2,10_50,27.0,Good,Ward 2,Akshay Hake,Private,Good
243,2,W21709530631057-akK0O,Babhul Tree,Vachellia nilotica,19.3032338,76.50140427,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
244,2,W21709530631776-akK0O,Babhul Tree,Vachellia nilotica,19.30311546,76.50139287,24,13.6,10_50,10.4,Good,Ward 2,Akshay Hake,Private,Good
245,2,W21709530632148-akK0O,Babhul Tree,Vachellia nilotica,19.30323539,76.50117427,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
246,2,W21709530632461-akK0O,Babhul Tree,Vachellia nilotica,19.30304521,76.5013979,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
247,2,W21709530633091-akK0O,Babhul Tree,Vachellia nilotica,19.30300661,76.50130469,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
248,2,W21709530634655-akK0O,Babhul Tree,Vachellia nilotica,19.30303192,76.50120646,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
249,2,W21709530634963-akK0O,Babhul Tree,Vachellia nilotica,19.30293984,76.50126949,43,24.4,10_50,18.7,Good,Ward 2,Akshay Hake,Private,Good
250,2,W21709530637522-akK0O,Babhul Tree,Vachellia nilotica,19.30292782,76.50108475,47,26.7,10_50,20.4,Good,Ward 2,Akshay Hake,Private,Good
251,2,W21709530640745-akK0O,Babhul Tree,Vachellia nilotica,19.30313255,76.50103547,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
252,2,W21709530641166-akK0O,Babhul Tree,Vachellia nilotica,19.30304205,76.50096539,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
253,2,W21709530652695-akK0O,Neem Tree,Azadirachta indica,19.30287181,76.50107704,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
254,2,W21709530657631-akK0O,Neem Tree,Azadirachta indica,19.30236869,76.50064286,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
255,2,W21709530659162-akK0O,Neem Tree,Azadirachta indica,19.30241837,76.50051881,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
256,2,W21709530659794-akK0O,Neem Tree,Azadirachta indica,19.30239432,76.5006157,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
257,2,W21709530661069-akK0O,Neem Tree,Azadirachta indica,19.30240255,76.50066163,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
258,2,W21709530667218-akK0O,Neem Tree,Azadirachta indica,19.30275821,76.50073539,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
259,2,W21709530667553-akK0O,Neem Tree,Azadirachta indica,19.30270727,76.5006784,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
260,2,W21709530668372-akK0O,Neem Tree,Azadirachta indica,19.30265601,76.50071159,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
261,2,W21709530681079-akK0O,Neem Tree,Azadirachta indica,19.3033281,76.50100596,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
262,2,W21709530683310-akK0O,Neem Tree,Azadirachta indica,19.30342841,76.50141433,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
263,2,W21709530683732-akK0O,Neem Tree,Azadirachta indica,19.3034091,76.50119439,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
264,2,W21709530696447-akK0O,Neem Tree,Azadirachta indica,19.3023535,76.50044069,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
265,2,W21709530704210-akK0O,Babhul Tree,Vachellia nilotica,19.30238451,76.50043063,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
266,2,W21709530704761-akK0O,Babhul Tree,Vachellia nilotica,19.3024652,76.50052115,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
267,2,W21709530705930-akK0O,Babhul Tree,Vachellia nilotica,19.30248292,76.50062609,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
268,2,W21709530706636-akK0O,Babhul Tree,Vachellia nilotica,19.30246678,76.50056172,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
269,2,W21709530707590-akK0O,Babhul Tree,Vachellia nilotica,19.3024902,76.50051646,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
270,2,W21709530736321-akK0O,Ashoka Tree,Saraca asoca,19.30265221,76.50063515,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
271,2,W21709530737359-akK0O,Ashoka Tree,Saraca asoca,19.3026481,76.50067337,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
272,2,W21709530740761-akK0O,Ashoka Tree,Saraca asoca,19.30267531,76.50065728,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
273,2,W21709530742927-akK0O,Ashoka Tree,Saraca asoca,19.302681,76.50069684,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
274,2,W21709530762649-akK0O,Banyan Tree,Ficus benghalensis,19.3025924,76.5006908,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
275,2,W21709530773452-akK0O,Karanja tree,Milletia Pinnata,19.30257215,76.50053557,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
276,2,W21709530775930-akK0O,Karanja tree,Milletia Pinnata,19.30262025,76.50058921,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
277,2,W21709530778219-akK0O,Karanja tree,Milletia Pinnata,19.30272277,76.50069986,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
278,2,W21709530778982-akK0O,Karanja tree,Milletia Pinnata,19.30278005,76.50072131,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
279,2,W21709530779696-akK0O,Karanja tree,Milletia Pinnata,19.30276359,76.50076523,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
280,2,W21709530780885-akK0O,Karanja tree,Milletia Pinnata,19.3026886,76.50073037,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
281,2,W21709530787181-akK0O,Karanja tree,Milletia Pinnata,19.30268575,76.50120378,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
282,2,W21709530804853-akK0O,Neem Tree,Azadirachta indica,19.30173235,76.50064521,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
283,2,W21709530805372-akK0O,Neem Tree,Azadirachta indica,19.3018162,76.50061,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
284,2,W21709530806155-akK0O,Neem Tree,Azadirachta indica,19.30189816,76.5005349,52,29.5,10_50,22.6,Good,Ward 2,Akshay Hake,Private,Good
285,2,W21709530810190-akK0O,Neem Tree,Azadirachta indica,19.30203612,76.50043365,59,33.5,10_50,25.7,Good,Ward 2,Akshay Hake,Private,Good
286,2,W21709530813752-akK0O,Neem Tree,Azadirachta indica,19.30183645,76.5008457,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
287,2,W21709530880559-akK0O,Coconut Tree,Cocos nucifera,19.30268069,76.50053624,54,30.7,10_50,23.5,Good,Ward 2,Akshay Hake,Private,Good
288,2,W21709530898768-akK0O,Babhul Tree,Vachellia nilotica,19.30269936,76.50046885,57,32.4,05_10,24.8,Good,Ward 2,Akshay Hake,Private,Good
289,2,W21709530899433-akK0O,Babhul Tree,Vachellia nilotica,19.30266423,76.50048025,53,30.1,05_10,23.0,Good,Ward 2,Akshay Hake,Private,Good
290,2,W21709530902022-akK0O,Babhul Tree,Vachellia nilotica,19.30270474,76.50050741,29,16.5,05_10,12.6,Good,Ward 2,Akshay Hake,Private,Good
291,2,W21709531007740-akK0O,Neem Tree,Azadirachta indica,19.30254272,76.49983652,52,29.5,05_10,22.6,Good,Ward 2,Akshay Hake,Private,Good
292,2,W21709531025069-akK0O,Neem Tree,Azadirachta indica,19.30276328,76.49998169,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
293,2,W21709531026096-akK0O,Neem Tree,Azadirachta indica,19.30282181,76.49998337,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
294,2,W21709531026866-akK0O,Neem Tree,Azadirachta indica,19.30279872,76.50001489,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
295,2,W21709531027825-akK0O,Neem Tree,Azadirachta indica,19.30287466,76.50002059,62,35.2,10_50,27.0,Good,Ward 2,Akshay Hake,Private,Good
296,2,W21709531029406-akK0O,Neem Tree,Azadirachta indica,19.30301515,76.49996761,34,19.3,10_50,14.8,Good,Ward 2,Akshay Hake,Private,Good
297,2,W21709531032307-akK0O,Neem Tree,Azadirachta indica,19.30299522,76.50000382,21,11.9,10_50,9.1,Good,Ward 2,Akshay Hake,Private,Good
298,2,W21709531032992-akK0O,Neem Tree,Azadirachta indica,19.30297845,76.49995085,25,14.2,10_50,10.9,Good,Ward 2,Akshay Hake,Private,Good
299,2,W21709531041654-akK0O,Neem Tree,Azadirachta indica,19.30321197,76.50016978,35,19.9,10_50,15.2,Good,Ward 2,Akshay Hake,Private,Good
300,2,W21709531042119-akK0O,Neem Tree,Azadirachta indica,19.3031221,76.50016911,38,21.6,10_50,16.5,Good,Ward 2,Akshay Hake,Private,Good
301,2,W21709531043196-akK0O,Neem Tree,Azadirachta indica,19.30327494,76.50018889,62,35.2,10_50,27.0,Good,Ward 2,Akshay Hake,Private,Good
302,2,W21709531045348-akK0O,Neem Tree,Azadirachta indica,19.30323792,76.50026098,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
303,2,W21709531064662-akK0O,Karanja tree,Milletia Pinnata,19.30261424,76.49998672,24,13.6,10_50,10.4,Good,Ward 2,Akshay Hake,Private,Good
304,2,W21709531065528-akK0O,Karanja tree,Milletia Pinnata,19.30266328,76.49999008,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
305,2,W21709531069925-akK0O,Karanja tree,Milletia Pinnata,19.30271391,76.50002897,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
306,2,W21709531071685-akK0O,Karanja tree,Milletia Pinnata,19.30285662,76.50008731,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
307,2,W21709531072551-akK0O,Karanja tree,Milletia Pinnata,19.30293921,76.50011379,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
308,2,W21709531076540-akK0O,Karanja tree,Milletia Pinnata,19.30305787,76.50021572,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
309,2,W21709531077030-akK0O,Karanja tree,Milletia Pinnata,19.30303382,76.50015939,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
310,2,W21709531089127-akK0O,Subabul Tree,Leucaena leucocephala,19.30281612,76.5000578,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
311,2,W21709531210355-akK0O,Babhul Tree,Vachellia nilotica,19.30291579,76.49982512,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
312,2,W21709531213548-akK0O,Babhul Tree,Vachellia nilotica,19.30305597,76.49988078,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
313,2,W21709531214475-akK0O,Babhul Tree,Vachellia nilotica,19.3030373,76.49978187,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
314,2,W21709531220871-akK0O,Neem Tree,Azadirachta indica,19.30313982,76.49993073,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
315,2,W21709531222036-akK0O,Neem Tree,Azadirachta indica,19.30309711,76.49993341,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
316,2,W21709531222694-akK0O,Neem Tree,Azadirachta indica,19.30313634,76.4998915,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
317,2,W21709531223425-akK0O,Neem Tree,Azadirachta indica,19.30318666,76.49991363,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
318,2,W21709531289532-akK0O,Neem Tree,Azadirachta indica,19.30321197,76.50025193,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
319,2,W21709531290475-akK0O,Neem Tree,Azadirachta indica,19.30328348,76.50026467,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
320,2,W21709531291452-akK0O,Neem Tree,Azadirachta indica,19.30328886,76.50032032,65,36.9,10_50,28.3,Good,Ward 2,Akshay Hake,Private,Good
321,2,W21709531292297-akK0O,Neem Tree,Azadirachta indica,19.30333158,76.50034647,70,39.8,10_50,30.4,Good,Ward 2,Akshay Hake,Private,Good
322,2,W21709531311319-akK0O,Subabul Tree,Leucaena leucocephala,19.30335848,76.50036592,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
323,2,W21709531311911-akK0O,Subabul Tree,Leucaena leucocephala,19.30342239,76.50041353,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
324,2,W21709531313407-akK0O,Subabul Tree,Leucaena leucocephala,19.30344454,76.50049031,39,22.2,10_50,17.0,Good,Ward 2,Akshay Hake,Private,Good
325,2,W21709531316842-akK0O,Subabul Tree,Leucaena leucocephala,19.30347112,76.50048327,50,28.4,10_50,21.7,Good,Ward 2,Akshay Hake,Private,Good
326,2,W21709531326519-akK0O,Karanja tree,Milletia Pinnata,19.30338569,76.50037363,66,37.5,10_50,28.7,Good,Ward 2,Akshay Hake,Private,Good
327,2,W21709531330287-akK0O,Karanja tree,Milletia Pinnata,19.3034148,76.50037766,53,30.1,10_50,23.0,Good,Ward 2,Akshay Hake,Private,Good
328,2,W21709531331952-akK0O,Karanja tree,Milletia Pinnata,19.30343695,76.50046181,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
329,2,W21709531333920-akK0O,Karanja tree,Milletia Pinnata,19.30346068,76.50045611,49,27.8,10_50,21.3,Good,Ward 2,Akshay Hake,Private,Good
330,2,W21709531339508-akK0O,Karanja tree,Milletia Pinnata,19.30350498,76.50044706,55,31.3,10_50,23.9,Good,Ward 2,Akshay Hake,Private,Good
331,2,W21709531348424-akK0O,Babhul Tree,Vachellia nilotica,19.30362206,76.50053188,48,27.3,10_50,20.9,Good,Ward 2,Akshay Hake,Private,Good
332,2,W21709531350687-akK0O,Babhul Tree,Vachellia nilotica,19.30357934,76.50055334,22,12.5,10_50,9.6,Good,Ward 2,Akshay Hake,Private,Good
333,2,W21709531351452-akK0O,Babhul Tree,Vachellia nilotica,19.30365718,76.50052819,23,13.1,10_50,10.0,Good,Ward 2,Akshay Hake,Private,Good
334,2,W21709531354322-akK0O,Babhul Tree,Vachellia nilotica,19.30353473,76.50055736,26,14.8,10_50,11.3,Good,Ward 2,Akshay Hake,Private,Good
335,2,W21709531355003-akK0O,Babhul Tree,Vachellia nilotica,19.30354833,76.50053557,28,15.9,10_50,12.2,Good,Ward 2,Akshay Hake,Private,Good
336,2,W21709531424952-akK0O,Neem Tree,Azadirachta indica,19.303617,76.50064085,61,34.7,10_50,26.5,Good,Ward 2,Akshay Hake,Private,Good
