SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
426,9,W91709379283477-WEd1a,Ficus Tree,Ficus carica,19.29847814,76.49701484,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
427,9,W91709379284092-WEd1a,Ficus Tree,Ficus carica,19.29847688,76.49702188,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
428,9,W91709379284677-WEd1a,Ficus Tree,Ficus carica,19.2984696,76.49703629,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
429,9,W91709379285855-WEd1a,Ficus Tree,Ficus carica,19.29846612,76.49705641,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
430,9,W91709379286686-WEd1a,Ficus Tree,Ficus carica,19.2984677,76.4970658,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
431,9,W91709379320865-WEd1a,Ficus Tree,Ficus carica,19.29854491,76.49696555,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
432,9,W91709379322025-WEd1a,Ficus Tree,Ficus carica,19.29856232,76.49696589,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
433,9,W91709379322746-WEd1a,Ficus Tree,Ficus carica,19.29857276,76.49697427,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
434,9,W91709379323197-WEd1a,Ficus Tree,Ficus carica,19.29857877,76.49697527,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
435,9,W91709379325018-WEd1a,Ficus Tree,Ficus carica,19.29858795,76.49698332,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
436,9,W91709379325858-WEd1a,Ficus Tree,Ficus carica,19.29859269,76.496985,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
437,9,W91709379326641-WEd1a,Ficus Tree,Ficus carica,19.29859238,76.49698935,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
438,9,W91709380400142-WEd1a,Pichkari Tree,Spathodea campanulata,19.29767186,76.49725154,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
439,9,W91709380411690-WEd1a,Pichkari Tree,Spathodea campanulata,19.29766078,76.49719823,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
440,9,W91709380412533-WEd1a,Pichkari Tree,Spathodea campanulata,19.29765699,76.49717811,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
441,9,W91709380413383-WEd1a,Pichkari Tree,Spathodea campanulata,19.2976592,76.49715833,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
442,9,W91709380414158-WEd1a,Pichkari Tree,Spathodea campanulata,19.29766332,76.49713855,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
443,9,W91709380415280-WEd1a,Pichkari Tree,Spathodea campanulata,19.2976668,76.49710771,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
444,9,W91709380418488-WEd1a,Pichkari Tree,Spathodea campanulata,19.29766648,76.49707586,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
445,9,W91709380419625-WEd1a,Pichkari Tree,Spathodea campanulata,19.29766743,76.4970383,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
446,9,W91709380428672-WEd1a,Pichkari Tree,Spathodea campanulata,19.29767281,76.496985,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
447,9,W91709380431336-WEd1a,Pichkari Tree,Spathodea campanulata,19.29767945,76.49692599,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
448,9,W91709380433786-WEd1a,Pichkari Tree,Spathodea campanulata,19.29768357,76.49687603,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
449,9,W91709380440568-WEd1a,Pichkari Tree,Spathodea campanulata,19.29768768,76.49683781,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
450,9,W91709380441676-WEd1a,Pichkari Tree,Spathodea campanulata,19.29769718,76.4968073,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
451,9,W91709380443297-WEd1a,Pichkari Tree,Spathodea campanulata,19.29770255,76.49676271,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
452,9,W91709380444432-WEd1a,Pichkari Tree,Spathodea campanulata,19.29770888,76.49673287,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
453,9,W91709380446194-WEd1a,Pichkari Tree,Spathodea campanulata,19.29771331,76.49670471,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
454,9,W91709380447310-WEd1a,Pichkari Tree,Spathodea campanulata,19.29772249,76.49665877,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
455,9,W91709380448193-WEd1a,Pichkari Tree,Spathodea campanulata,19.29772597,76.49661787,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
456,9,W91709380511569-WEd1a,Pangara Tree,Erythrina variegata,19.29769718,76.49620682,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
457,9,W91709380512740-WEd1a,Pangara Tree,Erythrina variegata,19.29768895,76.49624135,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
458,9,W91709380513758-WEd1a,Pangara Tree,Erythrina variegata,19.2976899,76.4962732,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
459,9,W91709380514576-WEd1a,Pangara Tree,Erythrina variegata,19.29768072,76.49630237,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
460,9,W91709381060138-WEd1a,Karanja Tree,Milletia Pinnata,19.29618554,76.49386927,38,22,10_50,17,Good,ward 9,Mahendra M,Government,Good
461,9,W91709381060731-WEd1a,Karanja Tree,Milletia Pinnata,19.29624155,76.49388604,61,35,10_50,27,Good,ward 9,Mahendra M,Government,Good
462,9,W91709381061488-WEd1a,Karanja Tree,Milletia Pinnata,19.2962925,76.49391454,66,38,10_50,30,Good,ward 9,Mahendra M,Government,Good
463,9,W91709381062032-WEd1a,Karanja Tree,Milletia Pinnata,19.29634345,76.49392124,34,19,10_50,15,Good,ward 9,Mahendra M,Government,Good
464,9,W91709381063994-WEd1a,Karanja Tree,Milletia Pinnata,19.29646306,76.49398595,59,34,10_50,26,Good,ward 9,Mahendra M,Government,Good
465,9,W91709381065324-WEd1a,Karanja Tree,Milletia Pinnata,19.29656052,76.49401713,39,22,10_50,17,Good,ward 9,Mahendra M,Government,Good
466,9,W91709381065897-WEd1a,Karanja Tree,Milletia Pinnata,19.29662793,76.49405502,61,35,10_50,27,Good,ward 9,Mahendra M,Government,Good
467,9,W91709381071186-WEd1a,Karanja Tree,Milletia Pinnata,19.29674406,76.49407815,62,35,10_50,28,Good,ward 9,Mahendra M,Government,Good
468,9,W91709381071682-WEd1a,Karanja Tree,Milletia Pinnata,19.29690544,76.49414521,35,20,10_50,16,Good,ward 9,Mahendra M,Government,Good
469,9,W91709381230114-WEd1a,Neem Tree,Azadirachta indica,19.2961713,76.49397388,20,11,2_5,9,Good,ward 9,Mahendra M,Government,Good
470,9,W91709381230912-WEd1a,Neem Tree,Azadirachta indica,19.29615706,76.49402685,29,17,2_5,13,Good,ward 9,Mahendra M,Government,Good
471,9,W91709381233203-WEd1a,Neem Tree,Azadirachta indica,19.29614883,76.49410866,30,17,2_5,13,Good,ward 9,Mahendra M,Government,Good
472,9,W91709381235317-WEd1a,Neem Tree,Azadirachta indica,19.29614251,76.49414688,24,14,2_5,11,Good,ward 9,Mahendra M,Government,Good
473,9,W91709381240431-WEd1a,Neem Tree,Azadirachta indica,19.29603365,76.49451602,22,13,2_5,10,Good,ward 9,Mahendra M,Government,Good
474,9,W91709381240918-WEd1a,Neem Tree,Azadirachta indica,19.29604916,76.49444226,21,12,2_5,9,Good,ward 9,Mahendra M,Government,Good
475,9,W91709381384309-WEd1a,peepal Tree,Ficus religiosa,19.2960539,76.4943913,25,14,2_5,11,Good,ward 9,Mahendra M,Government,Good
476,9,W91709381385062-WEd1a,peepal Tree,Ficus religiosa,19.29606783,76.49434838,23,13,2_5,10,Good,ward 9,Mahendra M,Government,Good
477,9,W91709381430050-WEd1a,Karanja Tree,Milletia Pinnata,19.29612004,76.49417371,21,12,2_5,9,Good,ward 9,Mahendra M,Government,Good
478,9,W91709381445974-WEd1a,Pangara Tree,Erythrina variegata,19.29607352,76.49428166,20,11,2_5,9,Good,ward 9,Mahendra M,Government,Good
479,9,W91709381476292-WEd1a,Neem Tree,Azadirachta indica,19.29648964,76.49472423,27,15,2_5,12,Good,ward 9,Mahendra M,Government,Good
480,9,W91709381481609-WEd1a,Neem Tree,Azadirachta indica,19.29644407,76.4947078,29,17,2_5,13,Good,ward 9,Mahendra M,Government,Good
481,9,W91709381482350-WEd1a,Neem Tree,Azadirachta indica,19.29639977,76.49469808,22,13,2_5,10,Good,ward 9,Mahendra M,Government,Good
482,9,W91709381483072-WEd1a,Neem Tree,Azadirachta indica,19.29633933,76.494684,21,12,2_5,9,Good,ward 9,Mahendra M,Government,Good
483,9,W91709426205200-qoar0,Golden bottale brush,Melaleuca bracteata,19.29783324,76.49654143,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
484,9,W91709426206845-qoar0,Golden bottale brush,Melaleuca bracteata,19.29786014,76.49655517,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
485,9,W91709426208178-qoar0,Golden bottale brush,Melaleuca bracteata,19.2978978,76.49656121,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
486,9,W91709426211501-qoar0,Golden bottale brush,Melaleuca bracteata,19.29792786,76.49656288,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
487,9,W91709426213080-qoar0,Golden bottale brush,Melaleuca bracteata,19.2979576,76.49657127,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
488,9,W91709426214494-qoar0,Golden bottale brush,Melaleuca bracteata,19.29798703,76.49657864,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
489,9,W91709426225602-qoar0,Golden bottale brush,Melaleuca bracteata,19.29805475,76.4965887,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
490,9,W91709426226948-qoar0,Golden bottale brush,Melaleuca bracteata,19.29801868,76.49657797,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
491,9,W91709426228365-qoar0,Golden bottale brush,Melaleuca bracteata,19.29803197,76.49657998,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
492,9,W91709426229874-qoar0,Golden bottale brush,Melaleuca bracteata,19.2980383,76.49658233,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
493,9,W91709426314438-qoar0,Ficus Tree,Ficus carica,19.29814177,76.49617463,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
494,9,W91709426316210-qoar0,Ficus Tree,Ficus carica,19.29813702,76.49621386,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
495,9,W91709426317694-qoar0,Ficus Tree,Ficus carica,19.29813481,76.49624035,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
496,9,W91709426318684-qoar0,Ficus Tree,Ficus carica,19.29813006,76.49626583,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
497,9,W91709426319635-qoar0,Ficus Tree,Ficus carica,19.29812405,76.4962836,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
498,9,W91709426320710-qoar0,Ficus Tree,Ficus carica,19.2981231,76.49630338,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
499,9,W91709426321802-qoar0,Ficus Tree,Ficus carica,19.29811456,76.49632819,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
500,9,W91709426322998-qoar0,Ficus Tree,Ficus carica,19.29811171,76.49635032,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
501,9,W91709426324074-qoar0,Ficus Tree,Ficus carica,19.29810918,76.49637245,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
502,9,W91709426325275-qoar0,Ficus Tree,Ficus carica,19.29809968,76.49640027,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
503,9,W91709426326612-qoar0,Ficus Tree,Ficus carica,19.29809272,76.49642307,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
504,9,W91709426329021-qoar0,Ficus Tree,Ficus carica,19.29809304,76.49644218,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
505,9,W91709426330239-qoar0,Ficus Tree,Ficus carica,19.29809051,76.49646096,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
506,9,W91709426332339-qoar0,Ficus Tree,Ficus carica,19.29808481,76.49648611,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
507,9,W91709426333572-qoar0,Ficus Tree,Ficus carica,19.2980807,76.49650354,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
508,9,W91709426334937-qoar0,Ficus Tree,Ficus carica,19.2980807,76.49651829,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
509,9,W91709426336423-qoar0,Ficus Tree,Ficus carica,19.2980731,76.49653438,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
510,9,W91709426412084-qoar0,Ficus Tree,Ficus carica,19.29785793,76.49610255,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
511,9,W91709426413333-qoar0,Ficus Tree,Ficus carica,19.29788862,76.49610691,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
512,9,W91709426415228-qoar0,Ficus Tree,Ficus carica,19.29791552,76.49611328,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
513,9,W91709426416801-qoar0,Ficus Tree,Ficus carica,19.29794431,76.49611965,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
514,9,W91709426418055-qoar0,Ficus Tree,Ficus carica,19.29796583,76.49612669,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
515,9,W91709426419319-qoar0,Ficus Tree,Ficus carica,19.29799273,76.49612904,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
516,9,W91709426420664-qoar0,Ficus Tree,Ficus carica,19.29801963,76.4961401,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
517,9,W91709426422416-qoar0,Ficus Tree,Ficus carica,19.29804747,76.4961515,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
518,9,W91709426423755-qoar0,Ficus Tree,Ficus carica,19.29806899,76.49615083,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
519,9,W91709426437918-qoar0,Ficus Tree,Ficus carica,19.29810601,76.49616994,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
520,9,W91709426462362-qoar0,Ficus Tree,Ficus carica,19.29813259,76.49611998,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
521,9,W91709426474733-qoar0,Ficus Tree,Ficus carica,19.29811171,76.49611093,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
522,9,W91709426476340-qoar0,Ficus Tree,Ficus carica,19.2980943,76.49610322,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
523,9,W91709426477702-qoar0,Ficus Tree,Ficus carica,19.29806772,76.49609752,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
524,9,W91709426479051-qoar0,Ficus Tree,Ficus carica,19.29804367,76.49608813,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
525,9,W91709426480230-qoar0,Ficus Tree,Ficus carica,19.29801836,76.49608612,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
526,9,W91709426481443-qoar0,Ficus Tree,Ficus carica,19.29798798,76.49607942,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
527,9,W91709426483050-qoar0,Ficus Tree,Ficus carica,19.29796583,76.49606936,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
528,9,W91709426484620-qoar0,Ficus Tree,Ficus carica,19.29793767,76.49606634,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
529,9,W91709426485982-qoar0,Ficus Tree,Ficus carica,19.29790919,76.49605863,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
530,9,W91709426487229-qoar0,Ficus Tree,Ficus carica,19.29788799,76.49604924,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
531,9,W91709426489609-qoar0,Ficus Tree,Ficus carica,19.29787691,76.49603918,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
532,9,W91709426507539-qoar0,Ficus Tree,Ficus carica,19.29822594,76.49572268,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
533,9,W91709426509697-qoar0,Ficus Tree,Ficus carica,19.29822056,76.49574783,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
534,9,W91709426511558-qoar0,Ficus Tree,Ficus carica,19.29821645,76.49576727,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
535,9,W91709426513027-qoar0,Ficus Tree,Ficus carica,19.29821075,76.4957894,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
536,9,W91709426515709-qoar0,Ficus Tree,Ficus carica,19.29820348,76.49581287,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
537,9,W91709426516907-qoar0,Ficus Tree,Ficus carica,19.29820094,76.49582997,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
538,9,W91709426518385-qoar0,Ficus Tree,Ficus carica,19.29819651,76.49585545,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
539,9,W91709426519641-qoar0,Ficus Tree,Ficus carica,19.29819683,76.49587121,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
540,9,W91709426521347-qoar0,Ficus Tree,Ficus carica,19.29818639,76.49589401,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
541,9,W91709426523049-qoar0,Ficus Tree,Ficus carica,19.29818259,76.49591614,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
542,9,W91709426525003-qoar0,Ficus Tree,Ficus carica,19.29817848,76.49593323,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
543,9,W91709426526236-qoar0,Ficus Tree,Ficus carica,19.29817595,76.49594832,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
544,9,W91709426527365-qoar0,Ficus Tree,Ficus carica,19.29817405,76.49597146,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
545,9,W91709426528510-qoar0,Ficus Tree,Ficus carica,19.29817215,76.49599425,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
546,9,W91709426529688-qoar0,Ficus Tree,Ficus carica,19.2981636,76.49601605,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
547,9,W91709426530817-qoar0,Ficus Tree,Ficus carica,19.29816234,76.49603583,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
548,9,W91709426532026-qoar0,Ficus Tree,Ficus carica,19.29815759,76.49605829,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
549,9,W91709426533208-qoar0,Ficus Tree,Ficus carica,19.29815601,76.49607338,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
550,9,W91709426534264-qoar0,Ficus Tree,Ficus carica,19.2981538,76.49609048,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
551,9,W91709426540154-qoar0,Ficus Tree,Ficus carica,19.29815664,76.49610087,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
552,9,W91709426687912-qoar0,Ficus Tree,Ficus carica,19.2979614,76.49720192,32,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
553,9,W91709426702344-qoar0,Ficus Tree,Ficus carica,19.2979383,76.49720661,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
554,9,W91709426703628-qoar0,Ficus Tree,Ficus carica,19.29791045,76.49720393,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
555,9,W91709426704792-qoar0,Ficus Tree,Ficus carica,19.29789242,76.49720561,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
556,9,W91709426705899-qoar0,Ficus Tree,Ficus carica,19.29787375,76.49720527,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
557,9,W91709426707108-qoar0,Ficus Tree,Ficus carica,19.29785761,76.49720494,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
558,9,W91709426708119-qoar0,Ficus Tree,Ficus carica,19.29783451,76.49720997,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
559,9,W91709426709297-qoar0,Ficus Tree,Ficus carica,19.29781394,76.4972093,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
560,9,W91709426710305-qoar0,Ficus Tree,Ficus carica,19.29779622,76.49720795,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
561,9,W91709426711276-qoar0,Ficus Tree,Ficus carica,19.29778135,76.49720594,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
562,9,W91709426712300-qoar0,Ficus Tree,Ficus carica,19.29776584,76.49720393,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
563,9,W91709426713365-qoar0,Ficus Tree,Ficus carica,19.29775635,76.4972036,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
564,9,W91709426714646-qoar0,Ficus Tree,Ficus carica,19.29774781,76.4972036,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
565,9,W91709426801374-qoar0,Ficus Tree,Ficus carica,19.2980038,76.49668157,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
566,9,W91709426802591-qoar0,Ficus Tree,Ficus carica,19.29799937,76.49671108,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
567,9,W91709426803774-qoar0,Ficus Tree,Ficus carica,19.29799747,76.49674259,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
568,9,W91709426846335-qoar0,Ficus Tree,Ficus carica,19.29801425,76.49688844,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
569,9,W91709426847379-qoar0,Ficus Tree,Ficus carica,19.29801773,76.49686765,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
570,9,W91709426902148-qoar0,Ficus Tree,Ficus carica,19.29801804,76.49680059,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
571,9,W91709426932179-qoar0,Ficus Tree,Ficus carica,19.2979383,76.49690419,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
572,9,W91709426933434-qoar0,Ficus Tree,Ficus carica,19.29795476,76.49691392,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
573,9,W91709426947165-qoar0,Ficus Tree,Ficus carica,19.29796963,76.49715297,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
574,9,W91709426951959-qoar0,Ficus Tree,Ficus carica,19.29798925,76.49690185,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
575,9,W91709426953197-qoar0,Ficus Tree,Ficus carica,19.29798545,76.49692632,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
576,9,W91709426954552-qoar0,Ficus Tree,Ficus carica,19.29798324,76.49694979,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
577,9,W91709426958812-qoar0,Ficus Tree,Ficus carica,19.29797975,76.49697829,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
578,9,W91709426960160-qoar0,Ficus Tree,Ficus carica,19.29797944,76.49700008,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
579,9,W91709426961168-qoar0,Ficus Tree,Ficus carica,19.29797944,76.49701919,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
580,9,W91709426962475-qoar0,Ficus Tree,Ficus carica,19.29798102,76.49704132,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
581,9,W91709426963727-qoar0,Ficus Tree,Ficus carica,19.29797912,76.4970611,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
582,9,W91709426964765-qoar0,Ficus Tree,Ficus carica,19.29797596,76.49708256,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
583,9,W91709426965874-qoar0,Ficus Tree,Ficus carica,19.29797374,76.49709832,38,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
584,9,W91709426966858-qoar0,Ficus Tree,Ficus carica,19.29797279,76.49711005,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
585,9,W91709426973762-qoar0,Ficus Tree,Ficus carica,19.29797279,76.49711709,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
586,9,W91709426995113-qoar0,Ficus Tree,Ficus carica,19.29785001,76.49612166,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
587,9,W91709426996570-qoar0,Ficus Tree,Ficus carica,19.2978459,76.49614915,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
588,9,W91709426998117-qoar0,Ficus Tree,Ficus carica,19.29784843,76.49617665,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
589,9,W91709426999424-qoar0,Ficus Tree,Ficus carica,19.29784432,76.49620481,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
590,9,W91709427000571-qoar0,Ficus Tree,Ficus carica,19.29784021,76.4962323,37,21,5_10,17,Good,ward 9,Mahendra M,Government,Good
591,9,W91709427001792-qoar0,Ficus Tree,Ficus carica,19.29783641,76.49625946,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
592,9,W91709427003674-qoar0,Ficus Tree,Ficus carica,19.29783229,76.49627991,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
593,9,W91709427013803-qoar0,Ficus Tree,Ficus carica,19.29780983,76.49648644,33,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
594,9,W91709427045292-qoar0,Ficus Tree,Ficus carica,19.29782248,76.49631646,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
595,9,W91709427047078-qoar0,Ficus Tree,Ficus carica,19.29781995,76.49635602,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
596,9,W91709427051233-qoar0,Ficus Tree,Ficus carica,19.29781426,76.49640229,40,23,5_10,18,Good,ward 9,Mahendra M,Government,Good
597,9,W91709427072198-qoar0,Ficus Tree,Ficus carica,19.29781141,76.49646029,31,18,5_10,14,Good,ward 9,Mahendra M,Government,Good
598,9,W91709427076146-qoar0,Ficus Tree,Ficus carica,19.29780856,76.49644654,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
599,9,W91709427140509-qoar0,Ficus Tree,Ficus carica,19.29794969,76.49565931,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
600,9,W91709427151412-qoar0,Ficus Tree,Ficus carica,19.29819588,76.49571463,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
601,9,W91709427153057-qoar0,Ficus Tree,Ficus carica,19.29816329,76.49571095,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
602,9,W91709427155237-qoar0,Ficus Tree,Ficus carica,19.29812721,76.49570055,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
603,9,W91709427158701-qoar0,Ficus Tree,Ficus carica,19.29808924,76.49569217,39,22,5_10,17,Good,ward 9,Mahendra M,Government,Good
604,9,W91709427161556-qoar0,Ficus Tree,Ficus carica,19.29805032,76.49567775,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
605,9,W91709427162943-qoar0,Ficus Tree,Ficus carica,19.2980133,76.49566166,36,21,5_10,16,Good,ward 9,Mahendra M,Government,Good
606,9,W91709427165846-qoar0,Ficus Tree,Ficus carica,19.29798134,76.49565261,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
607,9,W91709427238271-qoar0,Ficus Tree,Ficus carica,19.29803133,76.49715699,34,19,5_10,15,Good,ward 9,Mahendra M,Government,Good
608,9,W91709427240312-qoar0,Ficus Tree,Ficus carica,19.29802659,76.49711944,30,17,5_10,13,Good,ward 9,Mahendra M,Government,Good
609,9,W91709427249035-qoar0,Ficus Tree,Ficus carica,19.29807658,76.49669565,35,20,5_10,16,Good,ward 9,Mahendra M,Government,Good
