SR. No,Ward No,Serial no.,Tree Name,Scientific Name,Latitude,Longitude,Girth (Inch),Height (Ft),Age (Years),Canopy (sq. mtr),Condition,Landmark,Concern Person,ownership,Remark
993,1,W11709438493714-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32054496,76.50430072,25,14,2_5,11,Good,Ward 1,Pravin More,Private,Good
994,1,W11709438504585-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32131759,76.50494747,20,11,2_5,9,Good,Ward 1,Pravin More,Private,Good
995,1,W11709438511112-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32185863,76.50536757,23,13,2_5,10,Good,Ward 1,Pravin More,Private,Good
996,1,W11709438515296-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32187698,76.50542993,21,12,2_5,9,Good,Ward 1,Pravin More,Private,Good
997,1,W11709438516360-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.321808,76.5053669,29,17,2_5,13,Good,Ward 1,Pravin More,Private,Good
998,1,W11709438516957-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32179313,76.50535081,26,15,2_5,12,Good,Ward 1,Pravin More,Private,Good
999,1,W11709438517575-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32177858,76.50534142,20,11,2_5,9,Good,Ward 1,Pravin More,Private,Good
1000,1,W11709438518338-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32169284,76.50525391,29,17,2_5,13,Good,Ward 1,Pravin More,Private,Good
1001,1,W11709438520866-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32158811,76.5051825,21,12,2_5,9,Good,Ward 1,Pravin More,Private,Good
1002,1,W11709438521517-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32157229,76.50516406,27,15,2_5,12,Good,Ward 1,Pravin More,Private,Good
1003,1,W11709438522294-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32151566,76.50512114,30,17,2_5,13,Good,Ward 1,Pravin More,Private,Good
1004,1,W11709438523856-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.3214663,76.5050789,25,14,2_5,11,Good,Ward 1,Pravin More,Private,Good
1005,1,W11709438524675-h9mUY,Gum Arabic Tree,Vachellia nilotica,19.32142928,76.50505845,26,15,2_5,12,Good,Ward 1,Pravin More,Private,Good
1006,1,W11709438599410-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32243382,76.50757302,31,18,5_10,14,Good,Ward 1,Pravin More,Private,Good
1007,1,W11709438605982-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32244585,76.5077601,63,36,5_10,28,Good,Ward 1,Pravin More,Private,Good
1008,1,W11709438610457-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32232688,76.50770009,57,33,5_10,26,Good,Ward 1,Pravin More,Private,Good
1009,1,W11709438611399-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32229366,76.50768131,42,24,5_10,19,Good,Ward 1,Pravin More,Private,Good
1010,1,W11709438612275-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32234618,76.50772523,41,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
1011,1,W11709438615083-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.3222326,76.50764443,43,25,5_10,19,Good,Ward 1,Pravin More,Private,Good
1012,1,W11709438616108-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32217976,76.50763504,34,19,5_10,15,Good,Ward 1,Pravin More,Private,Good
1013,1,W11709438616809-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32228892,76.50763001,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
1014,1,W11709438631849-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32179282,76.5072887,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
1015,1,W11709438634655-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32189216,76.50786404,54,31,5_10,24,Good,Ward 1,Pravin More,Private,Good
1016,1,W11709438643414-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32128026,76.50934059,56,32,5_10,25,Good,Ward 1,Pravin More,Private,Good
1017,1,W11709438648085-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32133373,76.50915418,57,33,5_10,26,Good,Ward 1,Pravin More,Private,Good
1018,1,W11709438652087-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32071297,76.50895201,35,20,5_10,16,Good,Ward 1,Pravin More,Private,Good
1019,1,W11709438653113-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32076232,76.50885344,60,34,5_10,27,Good,Ward 1,Pravin More,Private,Good
1020,1,W11709438654054-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32087812,76.50850508,64,37,5_10,29,Good,Ward 1,Pravin More,Private,Good
1021,1,W11709438654845-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32076644,76.50871899,61,35,5_10,27,Good,Ward 1,Pravin More,Private,Good
1022,1,W11709438657927-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32055319,76.50794283,40,23,5_10,18,Good,Ward 1,Pravin More,Private,Good
1023,1,W11709438659156-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32041113,76.50785197,56,32,5_10,25,Good,Ward 1,Pravin More,Private,Good
1024,1,W11709438698266-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32289386,76.50827944,53,30,5_10,24,Good,Ward 1,Pravin More,Private,Good
1025,1,W11709438699605-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32279008,76.50873039,45,26,5_10,20,Good,Ward 1,Pravin More,Private,Good
1026,1,W11709438700743-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32280495,76.5086107,70,40,5_10,31,Good,Ward 1,Pravin More,Private,Good
1027,1,W11709438705551-lPbwo,Indian Jujube Tree,Ziziphus mauritiana,19.32339565,76.5088873,62,35,5_10,28,Good,Ward 1,Pravin More,Private,Good
1028,1,W11709438890228-h9mUY,Ashoka Tree,Saraca asoca,19.32117079,76.50458939,24,14,2_5,11,Good,Ward 1,Pravin More,Private,Good
1029,1,W11709438891542-h9mUY,Ashoka Tree,Saraca asoca,19.32112048,76.50454916,30,17,2_5,13,Good,Ward 1,Pravin More,Private,Good
1030,1,W11709438897936-h9mUY,Ashoka Tree,Saraca asoca,19.32103031,76.50447439,26,15,2_5,12,Good,Ward 1,Pravin More,Private,Good
1031,1,W11709439043125-h9mUY,Mango Tree,Mangifera indica,19.32109042,76.50396612,24,14,2_5,11,Good,Ward 1,Pravin More,Private,Good
1032,1,W11709439044519-h9mUY,Mango Tree,Mangifera indica,19.32122109,76.50402479,29,17,2_5,13,Good,Ward 1,Pravin More,Private,Good
1033,1,W11709439171323-h9mUY,Neem Tree,Azadirachta indica,19.32069177,76.50393091,44,25,10_50,20,Good,Ward 1,Pravin More,Private,Good
1034,1,W11709439176322-lPbwo,Coconut Tree,Cocos nucifera,19.32456027,76.50588255,55,22,10_50,5,Good,Ward 1,Pravin More,Private,Good
1035,1,W11709439184733-baw6S,Mosambi tree,Citrus limetta,19.31506239,76.5072317,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1036,1,W11709439185758-baw6S,Mosambi tree,Citrus limetta,19.32000646,76.51097439,30,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1037,1,W11709439186249-baw6S,Mosambi tree,Citrus limetta,19.32051554,76.51257131,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1038,1,W11709439186754-baw6S,Mosambi tree,Citrus limetta,19.31503708,76.50715727,22,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1039,1,W11709439190541-baw6S,Mosambi tree,Citrus limetta,19.31495228,76.50721561,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1040,1,W11709439190922-baw6S,Mosambi tree,Citrus limetta,19.3149352,76.5072649,23,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1041,1,W11709439191798-baw6S,Mosambi tree,Citrus limetta,19.31490862,76.50730882,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1042,1,W11709439192218-baw6S,Mosambi tree,Citrus limetta,19.31499658,76.50731687,20,11,2_5,3,Good,Ward 1,Pravin More,Private,Good
1043,1,W11709439194370-baw6S,Mosambi tree,Citrus limetta,19.31502506,76.50727898,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1044,1,W11709439195670-baw6S,Mosambi tree,Citrus limetta,19.31509815,76.50721494,23,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1045,1,W11709439195986-baw6S,Mosambi tree,Citrus limetta,19.31507505,76.50725853,23,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1046,1,W11709439198600-baw6S,Mosambi tree,Citrus limetta,19.31511808,76.50723875,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1047,1,W11709439199032-baw6S,Mosambi tree,Citrus limetta,19.31513611,76.50725752,23,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1048,1,W11709439199442-baw6S,Mosambi tree,Citrus limetta,19.31516459,76.50727261,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1049,1,W11709439200221-baw6S,Mosambi tree,Citrus limetta,19.31508264,76.50733128,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1050,1,W11709439203282-baw6S,Mosambi tree,Citrus limetta,19.31511491,76.50735877,20,11,2_5,4,Good,Ward 1,Pravin More,Private,Good
1051,1,W11709439204057-baw6S,Mosambi tree,Citrus limetta,19.31514624,76.50738627,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1052,1,W11709439209372-baw6S,Mosambi tree,Citrus limetta,19.31509466,76.50740571,23,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1053,1,W11709439210304-baw6S,Mosambi tree,Citrus limetta,19.3150279,76.50742617,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1054,1,W11709439211038-baw6S,Mosambi tree,Citrus limetta,19.31522977,76.50732692,24,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1055,1,W11709439214140-baw6S,Mosambi tree,Citrus limetta,19.31487888,76.50734972,22,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1056,1,W11709439215673-baw6S,Mosambi tree,Citrus limetta,19.31485072,76.5073913,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1057,1,W11709439216931-baw6S,Mosambi tree,Citrus limetta,19.31482319,76.50743823,21,12,2_5,4,Good,Ward 1,Pravin More,Private,Good
1058,1,W11709439218233-baw6S,Mosambi tree,Citrus limetta,19.3149159,76.50737084,30,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1059,1,W11709439220811-baw6S,Mosambi tree,Citrus limetta,19.31488109,76.50742114,30,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1060,1,W11709439226002-baw6S,Mosambi tree,Citrus limetta,19.31484977,76.50747176,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1061,1,W11709439226776-baw6S,Mosambi tree,Citrus limetta,19.31491178,76.5074503,25,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1062,1,W11709439228422-baw6S,Mosambi tree,Citrus limetta,19.31493551,76.50740437,29,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1063,1,W11709439229127-baw6S,Mosambi tree,Citrus limetta,19.31496937,76.50743823,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1064,1,W11709439229880-baw6S,Mosambi tree,Citrus limetta,19.31470232,76.50766589,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1065,1,W11709439233823-baw6S,Mosambi tree,Citrus limetta,19.31472131,76.50761627,21,12,2_5,4,Good,Ward 1,Pravin More,Private,Good
1066,1,W11709439234588-baw6S,Mosambi tree,Citrus limetta,19.31474662,76.50756698,21,12,2_5,3,Good,Ward 1,Pravin More,Private,Good
1067,1,W11709439235344-baw6S,Mosambi tree,Citrus limetta,19.3147501,76.50765315,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1068,1,W11709439235995-baw6S,Mosambi tree,Citrus limetta,19.31477699,76.50760118,21,12,2_5,5,Good,Ward 1,Pravin More,Private,Good
1069,1,W11709439236804-baw6S,Mosambi tree,Citrus limetta,19.31480231,76.50755927,25,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1070,1,W11709439237612-baw6S,Mosambi tree,Citrus limetta,19.3148311,76.5075073,30,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1071,1,W11709439238407-baw6S,Mosambi tree,Citrus limetta,19.3148542,76.50752909,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1072,1,W11709439239187-baw6S,Mosambi tree,Citrus limetta,19.31483521,76.5075881,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1073,1,W11709439240048-baw6S,Mosambi tree,Citrus limetta,19.31480674,76.50763001,22,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1074,1,W11709439243161-baw6S,Mosambi tree,Citrus limetta,19.3147868,76.50768131,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1075,1,W11709439244105-baw6S,Mosambi tree,Citrus limetta,19.31476592,76.50772892,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1076,1,W11709439244652-baw6S,Mosambi tree,Citrus limetta,19.31474029,76.5077715,30,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1077,1,W11709439245198-baw6S,Mosambi tree,Citrus limetta,19.31466973,76.50771886,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1078,1,W11709439245659-baw6S,Mosambi tree,Citrus limetta,19.31470612,76.50774468,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1079,1,W11709439246130-baw6S,Mosambi tree,Citrus limetta,19.31466024,76.50776245,29,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1080,1,W11709439246657-baw6S,Mosambi tree,Citrus limetta,19.31469789,76.50778491,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1081,1,W11709439247692-baw6S,Mosambi tree,Citrus limetta,19.31463113,76.50779564,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1082,1,W11709439248953-baw6S,Mosambi tree,Citrus limetta,19.31466562,76.50782648,22,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1083,1,W11709439249348-baw6S,Mosambi tree,Citrus limetta,19.31469726,76.5078523,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1084,1,W11709439250020-baw6S,Mosambi tree,Citrus limetta,19.31472004,76.50788315,25,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1085,1,W11709439250369-baw6S,Mosambi tree,Citrus limetta,19.31474757,76.50783252,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1086,1,W11709439250735-baw6S,Mosambi tree,Citrus limetta,19.31474535,76.50790829,28,16,2_5,3,Good,Ward 1,Pravin More,Private,Good
1087,1,W11709439251228-baw6S,Mosambi tree,Citrus limetta,19.31476022,76.50787443,25,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1088,1,W11709439253475-baw6S,Mosambi tree,Citrus limetta,19.31478649,76.50788683,29,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1089,1,W11709439254377-baw6S,Mosambi tree,Citrus limetta,19.31477478,76.50794182,25,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1090,1,W11709439254772-baw6S,Mosambi tree,Citrus limetta,19.31481465,76.50797367,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1091,1,W11709439255195-baw6S,Mosambi tree,Citrus limetta,19.31482256,76.50791433,25,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1092,1,W11709439255573-baw6S,Mosambi tree,Citrus limetta,19.31483395,76.50799278,23,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1093,1,W11709439256905-baw6S,Mosambi tree,Citrus limetta,19.31487287,76.5079606,21,12,2_5,4,Good,Ward 1,Pravin More,Private,Good
1094,1,W11709439257323-baw6S,Mosambi tree,Citrus limetta,19.31479376,76.50782548,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1095,1,W11709439257731-baw6S,Mosambi tree,Citrus limetta,19.31482857,76.50778055,26,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1096,1,W11709439258152-baw6S,Mosambi tree,Citrus limetta,19.31485704,76.50773663,29,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1097,1,W11709439264904-baw6S,Mosambi tree,Citrus limetta,19.31485799,76.50787175,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1098,1,W11709439265639-baw6S,Mosambi tree,Citrus limetta,19.31489153,76.5078456,30,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1099,1,W11709439266332-baw6S,Mosambi tree,Citrus limetta,19.31489312,76.50790896,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1100,1,W11709439267025-baw6S,Mosambi tree,Citrus limetta,19.31490672,76.50778089,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1101,1,W11709439267947-baw6S,Mosambi tree,Citrus limetta,19.3149488,76.50781207,30,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1102,1,W11709439269941-baw6S,Mosambi tree,Citrus limetta,19.31484249,76.50765918,23,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1103,1,W11709439275458-baw6S,Mosambi tree,Citrus limetta,19.31487793,76.50767896,26,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1104,1,W11709439276033-baw6S,Mosambi tree,Citrus limetta,19.31490261,76.50771786,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1105,1,W11709439276671-baw6S,Mosambi tree,Citrus limetta,19.31494595,76.50774367,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1106,1,W11709439288832-baw6S,Mosambi tree,Citrus limetta,19.31486749,76.50760956,20,11,2_5,3,Good,Ward 1,Pravin More,Private,Good
1107,1,W11709439289440-baw6S,Mosambi tree,Citrus limetta,19.31492507,76.50766287,22,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1108,1,W11709439289943-baw6S,Mosambi tree,Citrus limetta,19.31496304,76.50769439,24,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1109,1,W11709439290341-baw6S,Mosambi tree,Citrus limetta,19.31499563,76.50772758,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1110,1,W11709439290742-baw6S,Mosambi tree,Citrus limetta,19.31502442,76.50775943,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1111,1,W11709439291173-baw6S,Mosambi tree,Citrus limetta,19.31488869,76.50756195,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1112,1,W11709439291496-baw6S,Mosambi tree,Citrus limetta,19.31495481,76.50762565,23,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1113,1,W11709439291842-baw6S,Mosambi tree,Citrus limetta,19.31498487,76.50764845,24,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1114,1,W11709439293648-baw6S,Mosambi tree,Citrus limetta,19.31501683,76.50768768,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1115,1,W11709439294488-baw6S,Mosambi tree,Citrus limetta,19.31495102,76.50755793,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1116,1,W11709439295104-baw6S,Mosambi tree,Citrus limetta,19.31498044,76.50758307,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1117,1,W11709439295577-baw6S,Mosambi tree,Citrus limetta,19.3150162,76.50761057,20,11,2_5,3,Good,Ward 1,Pravin More,Private,Good
1118,1,W11709439295988-baw6S,Mosambi tree,Citrus limetta,19.31504341,76.50763001,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1119,1,W11709439296355-baw6S,Mosambi tree,Citrus limetta,19.31494026,76.50748819,21,12,2_5,4,Good,Ward 1,Pravin More,Private,Good
1120,1,W11709439296752-baw6S,Mosambi tree,Citrus limetta,19.31496937,76.50751133,29,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1121,1,W11709439297076-baw6S,Mosambi tree,Citrus limetta,19.31501272,76.50753748,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1122,1,W11709439297487-baw6S,Mosambi tree,Citrus limetta,19.31506366,76.50759179,21,12,2_5,5,Good,Ward 1,Pravin More,Private,Good
1123,1,W11709439297856-baw6S,Mosambi tree,Citrus limetta,19.31510732,76.50761459,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1124,1,W11709439299461-baw6S,Mosambi tree,Citrus limetta,19.31498772,76.50745701,24,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1125,1,W11709439304106-baw6S,Mosambi tree,Citrus limetta,19.31513833,76.50757033,23,13,2_5,3,Good,Ward 1,Pravin More,Private,Good
1126,1,W11709439304922-baw6S,Mosambi tree,Citrus limetta,19.3150374,76.50749825,27,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1127,1,W11709439305430-baw6S,Mosambi tree,Citrus limetta,19.31506872,76.50752272,22,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1128,1,W11709439305754-baw6S,Mosambi tree,Citrus limetta,19.31509466,76.50747947,28,16,2_5,4,Good,Ward 1,Pravin More,Private,Good
1129,1,W11709439306678-baw6S,Mosambi tree,Citrus limetta,19.31512504,76.50750194,26,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1130,1,W11709439307073-baw6S,Mosambi tree,Citrus limetta,19.31516459,76.50753848,28,16,2_5,3,Good,Ward 1,Pravin More,Private,Good
1131,1,W11709439307537-baw6S,Mosambi tree,Citrus limetta,19.31512029,76.50743254,23,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1132,1,W11709439307911-baw6S,Mosambi tree,Citrus limetta,19.31515921,76.5074493,26,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1133,1,W11709439308290-baw6S,Mosambi tree,Citrus limetta,19.31522313,76.50751434,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1134,1,W11709439308640-baw6S,Mosambi tree,Citrus limetta,19.31518326,76.50741477,21,12,2_5,5,Good,Ward 1,Pravin More,Private,Good
1135,1,W11709439309056-baw6S,Mosambi tree,Citrus limetta,19.31521079,76.50744461,22,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1136,1,W11709439311295-baw6S,Mosambi tree,Citrus limetta,19.31523515,76.50739834,23,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1137,1,W11709439316193-baw6S,Mosambi tree,Citrus limetta,19.31527122,76.50735207,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1138,1,W11709439320135-baw6S,Mosambi tree,Citrus limetta,19.31487128,76.50803268,23,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1139,1,W11709439322971-baw6S,Mosambi tree,Citrus limetta,19.31492792,76.50800552,29,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1140,1,W11709439323502-baw6S,Mosambi tree,Citrus limetta,19.31492824,76.50792673,27,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1141,1,W11709439323942-baw6S,Mosambi tree,Citrus limetta,19.31499057,76.50798541,29,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1142,1,W11709439324393-baw6S,Mosambi tree,Citrus limetta,19.31502411,76.50801156,25,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1143,1,W11709439324790-baw6S,Mosambi tree,Citrus limetta,19.31515731,76.50785834,26,15,2_5,3,Good,Ward 1,Pravin More,Private,Good
1144,1,W11709439326754-baw6S,Mosambi tree,Citrus limetta,19.3151899,76.50788784,23,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1145,1,W11709439327669-baw6S,Mosambi tree,Citrus limetta,19.31528482,76.50789924,20,11,2_5,5,Good,Ward 1,Pravin More,Private,Good
1146,1,W11709439328571-baw6S,Mosambi tree,Citrus limetta,19.31520636,76.507628,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1147,1,W11709439329933-baw6S,Mosambi tree,Citrus limetta,19.31528166,76.50756598,26,15,2_5,4,Good,Ward 1,Pravin More,Private,Good
1148,1,W11709439330447-baw6S,Mosambi tree,Citrus limetta,19.31535602,76.50762834,21,12,2_5,3,Good,Ward 1,Pravin More,Private,Good
1149,1,W11709439330971-baw6S,Mosambi tree,Citrus limetta,19.31531836,76.50767662,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1150,1,W11709439332093-baw6S,Mosambi tree,Citrus limetta,19.31533039,76.50774468,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1151,1,W11709439332440-baw6S,Mosambi tree,Citrus limetta,19.31535633,76.50744259,20,11,2_5,4,Good,Ward 1,Pravin More,Private,Good
1152,1,W11709439336639-baw6S,Mosambi tree,Citrus limetta,19.31539367,76.50746606,25,14,2_5,5,Good,Ward 1,Pravin More,Private,Good
1153,1,W11709439337752-baw6S,Mosambi tree,Citrus limetta,19.31543385,76.50749791,30,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1154,1,W11709439338173-baw6S,Mosambi tree,Citrus limetta,19.31536361,76.50751367,21,12,2_5,5,Good,Ward 1,Pravin More,Private,Good
1155,1,W11709439338749-baw6S,Mosambi tree,Citrus limetta,19.3154098,76.50753345,30,17,2_5,3,Good,Ward 1,Pravin More,Private,Good
1156,1,W11709439339894-baw6S,Mosambi tree,Citrus limetta,19.31538006,76.50758576,28,16,2_5,5,Good,Ward 1,Pravin More,Private,Good
1157,1,W11709439340568-baw6S,Mosambi tree,Citrus limetta,19.31541898,76.50760688,30,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
1158,1,W11709439343439-baw6S,Mosambi tree,Citrus limetta,19.31538323,76.50765684,26,15,2_5,3,Good,Ward 1,Pravin More,Private,Good
1159,1,W11709439345736-baw6S,Mosambi tree,Citrus limetta,19.31541866,76.50768701,22,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1160,1,W11709439346375-baw6S,Mosambi tree,Citrus limetta,19.31544144,76.50771987,29,17,2_5,5,Good,Ward 1,Pravin More,Private,Good
1161,1,W11709439347013-baw6S,Mosambi tree,Citrus limetta,19.31547119,76.50767829,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1162,1,W11709439348158-baw6S,Mosambi tree,Citrus limetta,19.31549302,76.5076327,25,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1163,1,W11709439348714-baw6S,Mosambi tree,Citrus limetta,19.31552023,76.50759447,25,14,2_5,3,Good,Ward 1,Pravin More,Private,Good
1164,1,W11709439349553-baw6S,Mosambi tree,Citrus limetta,19.31556642,76.50760487,26,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1165,1,W11709439349993-baw6S,Mosambi tree,Citrus limetta,19.31538449,76.50772758,26,15,2_5,5,Good,Ward 1,Pravin More,Private,Good
1166,1,W11709439350956-baw6S,Mosambi tree,Citrus limetta,19.31541107,76.50776882,23,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1167,1,W11709439351786-baw6S,Mosambi tree,Citrus limetta,19.31544524,76.50778927,24,14,2_5,4,Good,Ward 1,Pravin More,Private,Good
1168,1,W11709439352300-baw6S,Mosambi tree,Citrus limetta,19.31535538,76.50776681,20,11,2_5,3,Good,Ward 1,Pravin More,Private,Good
1169,1,W11709439352771-baw6S,Mosambi tree,Citrus limetta,19.31538829,76.50780603,22,13,2_5,4,Good,Ward 1,Pravin More,Private,Good
1170,1,W11709439353202-baw6S,Mosambi tree,Citrus limetta,19.31542784,76.50783151,22,13,2_5,5,Good,Ward 1,Pravin More,Private,Good
1171,1,W11709439353623-baw6S,Mosambi tree,Citrus limetta,19.31533228,76.50781475,29,17,2_5,4,Good,Ward 1,Pravin More,Private,Good
